ID,Price
003_#1,227.71674394361048
003_#2,225.891101264275
003_#3,225.44029842283908
003_#4,225.3135382044283
003_#5,225.17827139291063
003_#6,224.90442299415747
003_#7,224.4768701759787
003_#8,223.9337062344237
003_#9,223.32732858806688
003_#10,222.70321223229683
003_#11,222.09152295738028
003_#12,221.50687772612065
003_#13,220.9522851301332
003_#14,220.42406430401263
003_#15,219.915898536602
003_#16,219.42156430321023
003_#17,218.936329062602
003_#18,218.4571043490481
003_#19,217.98242580379792
003_#20,217.5118075259932
003_#21,217.04538263915663
003_#22,216.58345067121465
003_#23,216.12633777479795
003_#24,215.6742170104864
003_#25,215.22714162768887
003_#26,214.78501178376345
003_#27,214.3475945125452
003_#28,213.91467016022136
003_#29,213.4860190729795
003_#30,213.0613284105409
003_#31,212.64039183144536
003_#32,212.2229963380563
003_#33,211.8089089642088
003_#34,211.3979699616756
003_#35,210.99003289458147
003_#36,210.5849380146992
003_#37,210.1825388861536
003_#38,209.78272901012645
003_#39,209.3853885754473
003_#40,208.9904377080024
003_#41,208.59778987750195
003_#42,208.20735189748
003_#43,207.8190638623513
003_#44,207.43287252270667
003_#45,207.0487312853132
003_#46,206.6665802445856
003_#47,206.2864260567
003_#48,205.9081888475427
003_#49,205.53188192946604
003_#50,205.15747202158929
003_#51,204.78493249920788
003_#52,204.4142567061457
003_#53,204.04540470534585
003_#54,203.6783764968084
003_#55,203.31316542435715
003_#56,202.9497581756399
003_#57,202.5881480944804
003_#58,202.2283152123503
003_#59,201.8702495449854
003_#60,201.51396440473795
003_#61,201.1594265107273
003_#62,200.80663586295333
003_#63,200.4556024456804
003_#64,200.10630296229184
003_#65,199.75873408469977
003_#66,199.41290579716832
003_#67,199.0688047873452
003_#68,198.7264011024378
003_#69,198.3857147109745
003_#70,198.04673230060305
003_#71,197.7094605274996
003_#72,197.3738694388715
003_#73,197.03996236280685
003_#74,196.707755939746
003_#75,196.3772168888081
003_#76,196.0483784908741
003_#77,195.7211941527109
003_#78,195.39567718667072
003_#79,195.0718209365775
003_#80,194.74961541816705
003_#81,194.4290573033512
003_#82,194.1101266236016
003_#83,193.792859987887
003_#84,193.4772141310625
003_#85,193.1631990373923
003_#86,192.8508080507003
003_#87,192.54004117098648
003_#88,192.2308751016343
003_#89,191.9233065145557
003_#90,191.6173620344553
003_#91,191.31301170854047
003_#92,191.01022891210656
003_#93,190.7090435979464
003_#94,190.40944245370736
003_#95,190.1114088389494
003_#96,189.81494940984857
003_#97,189.5200475259645
003_#98,189.22669985920908
003_#99,188.9349064095824
003_#100,188.644647208556
064_#1,62.193585898771005
064_#2,62.07650739704317
064_#3,62.08987491847877
064_#4,62.16221766853656
064_#5,62.2609924938708
064_#6,62.37127269835112
064_#7,62.48618609019469
064_#8,62.60265126727954
064_#9,62.719256843981455
064_#10,62.83545600073923
064_#11,62.95106400121462
064_#12,63.06599217196525
064_#13,63.18027007080524
064_#14,63.2939937606305
064_#15,63.40719279925513
064_#16,63.51992630230737
064_#17,63.63225338541548
064_#18,63.74421838530061
064_#19,63.85583608086985
064_#20,63.967187756112
064_#21,64.07829557938767
064_#22,64.18914477178978
064_#23,64.29977967003954
064_#24,64.41023722140459
064_#25,64.52048786807077
064_#26,64.63058333621285
064_#27,64.74048667856314
064_#28,64.85023484238931
064_#29,64.95984999605193
064_#30,65.06925085556219
064_#31,65.17853348381597
064_#32,65.2876535440921
064_#33,65.39659625748351
064_#34,65.50542073961843
064_#35,65.61404570650805
064_#36,65.72252288432708
064_#37,65.8308522730755
064_#38,65.93903387275331
064_#39,66.04700117827878
064_#40,66.1548354736407
064_#41,66.26247025375731
064_#42,66.36993507644273
064_#43,66.47725949951109
064_#44,66.5843991862412
064_#45,66.69133196827246
064_#46,66.7981317401402
064_#47,66.90472460730909
064_#48,67.0111253486862
064_#49,67.11736352208567
064_#50,67.223446516961
064_#51,67.32930043877691
064_#52,67.43502873988281
064_#53,67.54052057847575
064_#54,67.64584984909102
064_#55,67.75100916227512
064_#56,67.85596157076037
064_#57,67.9607588007215
064_#58,68.06537129434439
064_#59,68.16978427272196
064_#60,68.27403468312187
064_#61,68.37808557827648
064_#62,68.4819665159999
064_#63,68.58566271738508
064_#64,68.68916679297847
064_#65,68.79252307950127
064_#66,68.89567246132522
064_#67,68.9986297173574
064_#68,69.10144657377252
064_#69,69.20402696767466
064_#70,69.30648174086681
064_#71,69.40872960936012
064_#72,69.51082968878285
064_#73,69.61272286350672
064_#74,69.71445347025293
064_#75,69.81599934066091
064_#76,69.91739003254474
064_#77,70.01858120918328
064_#78,70.11960242839062
064_#79,70.22044630071325
064_#80,70.32112760505822
064_#81,70.42162417306494
064_#82,70.52196556254754
064_#83,70.62208526842424
064_#84,70.72207935359093
064_#85,70.82187392351231
064_#86,70.92151331490956
064_#87,71.02095319106151
064_#88,71.12026005704992
064_#89,71.21936740779302
064_#90,71.3182974116514
064_#91,71.41706484753212
064_#92,71.51568449434225
064_#93,71.61410462590707
064_#94,71.71238435785482
064_#95,71.81048674291786
064_#96,71.90838222328205
064_#97,72.00613730402918
064_#98,72.10371503789159
064_#99,72.20111542486927
064_#100,72.29839758059049
070_#1,95.35423999234855
070_#2,95.42825463685118
070_#3,95.53218594581354
070_#4,95.6540404387596
070_#5,95.78767511349436
070_#6,95.92925668789412
070_#7,96.07617682372526
070_#8,96.22636347659662
070_#9,96.37820776498091
070_#10,96.53021659806689
070_#11,96.68112237222697
070_#12,96.82988297101733
070_#13,96.9755111262281
070_#14,97.11722067984024
070_#15,97.25434126455076
070_#16,97.38637924625463
070_#17,97.51294459306656
070_#18,97.63376915806523
070_#19,97.74873715053474
070_#20,97.85779372224115
070_#21,97.96098153292198
070_#22,98.05847122152704
070_#23,98.1504212385098
070_#24,98.23711191928788
070_#25,98.31884188202356
070_#26,98.39594631036832
070_#27,98.46873601098088
070_#28,98.53761929849122
070_#29,98.60291916805448
070_#30,98.66500127456317
070_#31,98.72419470742064
070_#32,98.78081027328555
070_#33,98.83517096731302
070_#34,98.88750227668676
070_#35,98.938072348328
070_#36,98.98710057517224
070_#37,99.03473321917656
070_#38,99.08114701353904
070_#39,99.1264577489756
070_#40,99.17074465071298
070_#41,99.21411132097076
070_#42,99.25658213674176
070_#43,99.29819366351524
070_#44,99.33897637253224
070_#45,99.37889369830351
070_#46,99.41796392357372
070_#47,99.45615657710174
070_#48,99.493453376143
070_#49,99.52981775520824
070_#50,99.5652436200492
070_#51,99.59967002818388
070_#52,99.63304213137828
070_#53,99.6654147778664
070_#54,99.6966904596768
070_#55,99.72688745955416
070_#56,99.75598749475384
070_#57,99.78399056527584
070_#58,99.81089057687193
070_#59,99.83669362379034
070_#60,99.8614240830239
070_#61,99.8850758603244
070_#62,99.90772818091858
070_#63,99.92932619657256
070_#64,99.949949132513
070_#65,99.969627459981
070_#66,99.98839165021762
070_#67,100.00627826871208
070_#68,100.02332388095364
070_#69,100.0395833351762
070_#70,100.05510538536544
070_#71,100.06987784302493
070_#72,100.08402259311885
070_#73,100.09750916440612
070_#74,100.11037412237609
070_#75,100.1226966922554
070_#76,100.13448296829228
070_#77,100.14576951597604
070_#78,100.15660508929226
070_#79,100.16695312275174
070_#80,100.17692940707046
070_#81,100.18649128251094
070_#82,100.19566312606602
070_#83,100.20448150322495
070_#84,100.21295250823596
070_#85,100.22110661234008
070_#86,100.22894990978553
070_#87,100.23648849482048
070_#88,100.24374674443784
070_#89,100.25071856438932
070_#90,100.2574100489232
070_#91,100.26386385777693
070_#92,100.270037331213
070_#93,100.27599141171352
070_#94,100.28167734529286
070_#95,100.28713779168844
070_#96,100.29237884514848
070_#97,100.29741269416942
070_#98,100.3022149617584
070_#99,100.30681611915644
070_#100,100.3112100721154
088_#1,70.89135739348627
088_#2,70.80426517377666
088_#3,70.7472178982435
088_#4,70.70839886221889
088_#5,70.68089971775444
088_#6,70.66047256579257
088_#7,70.64450595281806
088_#8,70.63136833282609
088_#9,70.62003472256076
088_#10,70.6098652424178
088_#11,70.60044441161278
088_#12,70.59151157474794
088_#13,70.58290112745402
088_#14,70.57450332008987
088_#15,70.56625641848233
088_#16,70.55811240716336
088_#17,70.55004972816776
088_#18,70.54205368288287
088_#19,70.53411447223358
088_#20,70.52622719668234
088_#21,70.51838891650664
088_#22,70.51059963170644
088_#23,70.50286032218926
088_#24,70.49517098795513
088_#25,70.48753260891154
088_#26,70.47994518505848
088_#27,70.472410676211
088_#28,70.46492712255404
088_#29,70.45749550399515
088_#30,70.45011876025683
088_#31,70.44279199180156
088_#32,70.43551911825934
088_#33,70.42829622000015
088_#34,70.42112721665404
088_#35,70.41400916849847
088_#36,70.40694305544096
088_#37,70.39992593775895
088_#38,70.39296075517501
088_#39,70.3860445679666
088_#40,70.37917541631866
088_#41,70.37235819976878
088_#42,70.3655870388719
088_#43,70.35886683316555
088_#44,70.35219170320468
088_#45,70.34556556861934
088_#46,70.33898352987195
088_#47,70.3324495065926
088_#48,70.3259605590587
088_#49,70.31951766717779
088_#50,70.31312083094988
088_#51,70.30676613074492
088_#52,70.30045846610045
088_#53,70.29419391738645
088_#54,70.28797444441791
088_#55,70.28179710747233
088_#56,70.27566386636472
088_#57,70.26957374118757
088_#58,70.26352575203336
088_#59,70.25751891899458
088_#60,70.25155324207125
088_#61,70.24562970117086
088_#62,70.23974829629341
088_#63,70.23390902743893
088_#64,70.22810993479236
088_#65,70.22235003844621
088_#66,70.2166312982155
088_#67,70.2109517542852
088_#68,70.20531140665531
088_#69,70.19971221514088
088_#70,70.19414928020431
088_#71,70.1886275013832
088_#72,70.18314197913995
088_#73,70.17769761301216
088_#74,70.17228754364722
088_#75,70.16691569067518
088_#76,70.16158401391108
088_#77,70.15628859372487
088_#78,70.15102845020903
088_#79,70.14580456327106
088_#80,70.14061889272601
088_#81,70.13546947875884
088_#82,70.13035338164703
088_#83,70.12527648083562
088_#84,70.12023289687957
088_#85,70.11522164987137
088_#86,70.11024959916358
088_#87,70.10530988540364
088_#88,70.10040544831408
088_#89,70.0955338381261
088_#90,70.09069750460851
088_#91,70.08589448794626
088_#92,70.08112478813938
088_#93,70.07638742528033
088_#94,70.07168337927665
088_#95,70.06701020035953
088_#96,70.06237131820528
088_#97,70.05776575290639
088_#98,70.05319105469407
088_#99,70.04864624366081
088_#100,70.04413523943668
135_#1,1915.4567917874672
135_#2,1910.6200739044743
135_#3,1908.615245253396
135_#4,1908.3752749094288
135_#5,1909.4881473451228
135_#6,1911.7192337490849
135_#7,1914.8992792906688
135_#8,1918.8871718406983
135_#9,1923.5567874509484
135_#10,1928.7884598469027
135_#11,1934.4685020815523
135_#12,1940.4910401958307
135_#13,1946.759288808484
135_#14,1953.187863122704
135_#15,1959.703895067268
135_#16,1966.2481494376664
135_#17,1972.7774156271128
135_#18,1979.2607605813023
135_#19,1985.682797497448
135_#20,1992.038503740444
135_#21,1998.3345761570984
135_#22,2004.584727338496
135_#23,2010.8100045174613
135_#24,2017.033607484725
135_#25,2023.281685832586
135_#26,2029.5782365954408
135_#27,2035.9482135000885
135_#28,2042.409873426517
135_#29,2048.981552979083
135_#30,2055.674254120401
135_#31,2062.4973843257494
135_#32,2069.454292018532
135_#33,2076.5457744424166
135_#34,2083.7692804176663
135_#35,2091.1203453797425
135_#36,2098.591475238169
135_#37,2106.175654248671
135_#38,2113.863793833436
135_#39,2121.6474432095874
135_#40,2129.5187893891825
135_#41,2137.4703382817443
135_#42,2145.495074142997
135_#43,2153.5877351647364
135_#44,2161.744016231155
135_#45,2169.9602500213814
135_#46,2178.2335664582133
135_#47,2186.562211605581
135_#48,2194.945228771084
135_#49,2203.380704569918
135_#50,2211.867841758418
135_#51,2220.4055241954475
135_#52,2228.9924762911387
135_#53,2237.625668519554
135_#54,2246.303346944626
135_#55,2255.0223225916825
135_#56,2263.778290344919
135_#57,2272.5666261910624
135_#58,2281.380952180772
135_#59,2290.2160065058406
135_#60,2299.0650923194603
135_#61,2307.9194399412863
135_#62,2316.77187417831
135_#63,2325.6136253501872
135_#64,2334.4352859816395
135_#65,2343.2279269435885
135_#66,2351.981184068355
135_#67,2360.685330983193
135_#68,2369.3295251742225
135_#69,2377.903721371231
135_#70,2386.3961203679373
135_#71,2394.7973146890627
135_#72,2403.094070089724
135_#73,2411.275703504773
135_#74,2419.329937381731
135_#75,2427.245450860514
135_#76,2435.010444734842
135_#77,2442.6123225547663
135_#78,2450.039285114004
135_#79,2457.2788954113407
135_#80,2464.319513689228
135_#81,2471.149181292651
135_#82,2477.755461220394
135_#83,2484.1284676509786
135_#84,2490.255923031922
135_#85,2496.1288982341466
135_#86,2501.736710192505
135_#87,2507.0699514317203
135_#88,2512.1214467587824
135_#89,2516.8832237370143
135_#90,2521.3492233145425
135_#91,2525.5143431318943
135_#92,2529.3741186245297
135_#93,2532.92583916398
135_#94,2536.167910262908
135_#95,2539.100331921315
135_#96,2541.7232635879345
135_#97,2544.040213134904
135_#98,2546.05373174196
135_#99,2547.7701973584435
135_#100,2549.1947123438285
143_#1,12.039973993432358
143_#2,12.034564409548176
143_#3,12.014159898780663
143_#4,11.98877347302645
143_#5,11.961279922614366
143_#6,11.932673577731048
143_#7,11.903224297450803
143_#8,11.8729551758941
143_#9,11.84183884225149
143_#10,11.80986845382062
143_#11,11.777080362457776
143_#12,11.743552831571192
143_#13,11.709392778385244
143_#14,11.674727648231377
143_#15,11.639693439818982
143_#16,11.60442700719526
143_#17,11.56906050004953
143_#18,11.533707678308517
143_#19,11.498472037845412
143_#20,11.463440395446408
143_#21,11.428679467459505
143_#22,11.394239718814603
143_#23,11.36015279701012
143_#24,11.326438374815345
143_#25,11.293103294932624
143_#26,11.260144563679686
143_#27,11.227548067982912
143_#28,11.195297556424196
143_#29,11.163371645558664
143_#30,11.131745102921366
143_#31,11.100395689729632
143_#32,11.069297745849616
143_#33,11.03842860482975
143_#34,11.00776987690744
143_#35,10.977301033975612
143_#36,10.94700753529175
143_#37,10.916878261464518
143_#38,10.886901237764786
143_#39,10.857069621490195
143_#40,10.827377852945084
143_#41,10.797821655440472
143_#42,10.768401456645256
143_#43,10.739114262877155
143_#44,10.709959646467272
143_#45,10.680941456435685
143_#46,10.652057126769009
143_#47,10.623310934156216
143_#48,10.594703733935102
143_#49,10.56623552610567
143_#50,10.537908876681302
143_#51,10.5097233579931
143_#52,10.48168025304776
143_#53,10.453778706507483
143_#54,10.426020001378966
143_#55,10.39840157164882
143_#56,10.370923844985942
143_#57,10.343587249059231
143_#58,10.316388362517513
143_#59,10.289325902354085
143_#60,10.262398157893362
143_#61,10.23560598447314
143_#62,10.20894596074224
143_#63,10.182415948356171
143_#64,10.156016374983832
